id,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Locations,Tags,Categories,Dates,Addresses,_vc_post_settings,_wp_page_template,_qibla_mb_event_dates_multidatespicker,_qibla_mb_event_start_time_timepicker,_qibla_mb_event_end_time_timepicker,_qibla_mb_header_skin,_qibla_mb_sub_title,_qibla_mb_listing_expiration,_qibla_mb_is_featured,_qibla_mb_business_email,_qibla_mb_business_phone,_qibla_mb_site_url,_qibla_mb_social_facebook,_qibla_mb_social_twitter,_qibla_mb_social_instagram,_qibla_mb_social_linkedin,_qibla_mb_post_show_related,_qibla_mb_button_text,_qibla_mb_button_url,_qibla_mb_jumbotron_background_image,_qibla_mb_map_location_lat,_qibla_mb_map_location_lng,_qibla_mb_jumbotron_min_height,_qibla_mb_sidebar_position,_qibla_mb_jumbotron_disable,_qibla_mb_map_location_searcher,_qibla_mb_map_location,geolocation_formatted_address,_qibla_mb_event_dates_multidatespicker_start,_qibla_mb_event_dates_multidatespicker_end,region,_qibla_mb_map_location_all_data,_qibla_mb_event_dates_start_for_orderby,_last_viewed,_yst_prominent_words_version,_wp_old_slug,_yoast_wpseo_primary_event_locations,_yoast_wpseo_primary_event_categories,_heateor_sss_meta,_qibla_mb_hide_breadcrumb,_qibla_mb_social_tripadvisor,_qibla_mb_images,_qibla_mb_target_link,_yoast_wpseo_content_score,_yoast_wpseo_focuskeywords,onesignal_meta_box_present,onesignal_send_notification,slide_template,Status,Author,Slug,Format,Template,Parent,Order,"Comment Status","Ping Status"
26261,"University of Dundee","Experience an open day at Dundee University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-dundee-2/,https://www.odays.co/wp-content/uploads/2018/05/university79.jpg,university79.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university79.jpg,3139,university79,,,"Sir John Deane's College - Open Evening",,,,,,,,,"Dundee City",Undergraduate|September|Scotland,University,2018-09-22,"Nethergate Dundee DD1 4HN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-22,1532424600,1532444400,transparent,Undergraduate,364,off,university@dundee.ac.uk,"+44 1382 344000",http://www.dundee.ac.uk/,,,,,on,"22 Sep - Booking Info",https://www.dundee.ac.uk/study/visitus/opendays/,3139,56.4568628,-2.9776548,200,right,off,"Nethergate  Dundee DD1 4HN","56.4568628,-2.9776548:Nethergate  Dundee DD1 4HN","Nethergate  Dundee DD1 4HN",2018-09-22,2018-09-22,Scotland,"56.4568628,-2.9776548:Nethergate  Dundee DD1 4HN",201809220930,,,,,,,,,,,,,,,,publish,7,university-of-dundee-2,,default,0,0,closed,open
26262,"University of Dundee","Experience an open day at Dundee University, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-dundee-3/,https://www.odays.co/wp-content/uploads/2018/05/university80.jpg,university80.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university80.jpg,3140,university80,,,"Sir John Deane's College - Open Evening",,,,,,,,,"Dundee City",Postgraduate|November|Scotland,University,2018-11-07,"Nethergate Dundee DD1 4HN","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-07,1532440800,1532458800,transparent,Postgraduate,364,off,university@dundee.ac.uk,"+44 1382 344000",http://www.dundee.ac.uk/,,,,,on,"7 Nov - Booking Info",https://www.dundee.ac.uk/study/visitus/opendays/,3140,56.4568628,-2.9776548,200,right,off,"Nethergate  Dundee DD1 4HN","56.4568628,-2.9776548:Nethergate  Dundee DD1 4HN","Nethergate  Dundee DD1 4HN",2018-11-07,2018-11-07,Scotland,"56.4568628,-2.9776548:Nethergate  Dundee DD1 4HN",201811071400,,,,,,,,,,,,,,,,publish,7,university-of-dundee-3,,default,0,0,closed,open
26263,"University of Abertay","Experience an open day at University of Abertay, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-abertay/,https://www.odays.co/wp-content/uploads/2018/05/university81.jpg,university81.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university81.jpg,3141,university81,,,"Sir John Deane's College - Open Morning",,,,,,,,,"Dundee City",Undergraduate|October|Scotland,University,2018-10-06,"40 Bell Street Dundee DD1 1HG","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-06,1532426400,1532444400,transparent,Undergraduate,364,off,enquiries@abertay.ac.uk,"+44 1382 308000",http://www.abertay.ac.uk,,,,,on,"6 Oct - Booking Info",https://www.abertay.ac.uk/visit/open-days/,3141,56.4633073,-2.9730304,200,right,off,"40 Bell Street  Dundee DD1 1HG","56.4633073,-2.9730304:40 Bell Street  Dundee DD1 1HG","40 Bell Street  Dundee DD1 1HG",2018-10-06,2018-10-06,Scotland,"56.4633073,-2.9730304:40 Bell Street  Dundee DD1 1HG",201810061000,"2018-08-22 23:35:54",,,,,,,,,,,,,,,publish,7,university-of-abertay,,default,0,0,closed,open
26264,"University of Abertay","Experience an open day at University of Abertay, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-abertay-2/,https://www.odays.co/wp-content/uploads/2018/05/university82.jpg,university82.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university82.jpg,3142,university82,,,"Callywith College - Open Day",,,,,,,,,"Dundee City",Undergraduate|October|Scotland,University,2018-10-24,"40 Bell Street Dundee DD1 1HG","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-24,1532426400,1532444400,transparent,Undergraduate,364,off,enquiries@abertay.ac.uk,"+44 1382 308000",http://www.abertay.ac.uk,,,,,on,"24 Oct - Booking Info",https://www.abertay.ac.uk/visit/open-days/,3142,56.4633073,-2.9730304,200,right,off,"40 Bell Street  Dundee DD1 1HG","56.4633073,-2.9730304:40 Bell Street  Dundee DD1 1HG","40 Bell Street  Dundee DD1 1HG",2018-10-24,2018-10-24,Scotland,"56.4633073,-2.9730304:40 Bell Street  Dundee DD1 1HG",201810241000,,,,,,,,,,,,,,,,publish,7,university-of-abertay-2,,default,0,0,closed,open
26265,"University of Durham","Experience an open day at University of Durham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-durham/,https://www.odays.co/wp-content/uploads/2018/05/university85.jpg,university85.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university85.jpg,3144,university85,,,"Callywith College - Open Morning",,,,,,,,,Durham,"Undergraduate|September|North East England",University,2018-09-21,"University Office Durham DH1 3HP","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-21,1532422800,1532448000,transparent,Undergraduate,364,off,admissions@durham.ac.uk,"+44 191 3342000",http://www.dur.ac.uk/,,,,,on,"21 Sep - Booking Info",https://www.dur.ac.uk/study/ug/visit/preapp/,3144,54.7649859,-1.5782029,200,right,off,"University Office  Durham DH1 3HP","54.7649859,-1.5782029:University Office  Durham DH1 3HP","University Office  Durham DH1 3HP",2018-09-21,2018-09-21,"North East England","54.7649859,-1.5782029:University Office  Durham DH1 3HP",201809210900,,,,,,,,,,,,,,,,publish,7,university-of-durham,,default,0,0,closed,open
26266,"University of Durham","Experience an open day at University of Durham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-durham-2/,https://www.odays.co/wp-content/uploads/2018/05/university86.jpg,university86.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university86.jpg,3145,university86,,,"Callywith College - Open Evening",,,,,,,,,Durham,"Undergraduate|September|North East England",University,2018-09-22,"University Office Durham DH1 3HP","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-22,1532422800,1532448000,transparent,Undergraduate,364,off,admissions@durham.ac.uk,"+44 191 3342000",http://www.dur.ac.uk/,,,,,on,"22 Sep - Booking Info",https://www.dur.ac.uk/study/ug/visit/preapp/,3145,54.7649859,-1.5782029,200,right,off,"University Office  Durham DH1 3HP","54.7649859,-1.5782029:University Office  Durham DH1 3HP","University Office  Durham DH1 3HP",2018-09-22,2018-09-22,"North East England","54.7649859,-1.5782029:University Office  Durham DH1 3HP",201809220900,,,,,,,,,,,,,,,,publish,7,university-of-durham-2,,default,0,0,closed,open
26267,"University of Durham","Experience an open day at University of Durham, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-durham-3/,https://www.odays.co/wp-content/uploads/2018/05/university87.jpg,university87.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university87.jpg,3146,university87,,,"Barton Peveril Sixth Form College - Open Evening",,,,,,,,,Durham,"Postgraduate|November|North East England",University,2018-11-28,"University Office Durham DH1 3HP","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-28,1532448000,1532462400,transparent,Postgraduate,364,off,admissions@durham.ac.uk,"+44 191 3342000",http://www.dur.ac.uk/,,,,,on,"28 Nov - Booking Info",https://www.dur.ac.uk/study/pg/visit/opendays/,3146,54.7649859,-1.5782029,200,right,off,"University Office  Durham DH1 3HP","54.7649859,-1.5782029:University Office  Durham DH1 3HP","University Office  Durham DH1 3HP",2018-11-28,2018-11-28,"North East England","54.7649859,-1.5782029:University Office  Durham DH1 3HP",201811281600,,,,,,,,,,,,,,,,publish,7,university-of-durham-3,,default,0,0,closed,open
26268,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london/,https://www.odays.co/wp-content/uploads/2018/05/university89.jpg,university89.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university89.jpg,3147,university89,,,"Barton Peveril Sixth Form College - Open Evening",,,,,,,,,London,Undergraduate|October|London,University,2018-10-13,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-13,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"13 Oct - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3147,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2018-10-13,2018-10-13,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201810131000,,1,univesity-of-west-london,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london,,default,0,0,closed,open
26269,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-2/,https://www.odays.co/wp-content/uploads/2018/05/university90.jpg,university90.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university90.jpg,3148,university90,,,"Havant College - HAVANT & SOUTH DOWNS CAMPUSES OPEN MORNING",,,,,,,,,London,Undergraduate|November|London,University,2018-11-10,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-10,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"10 Nov - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3148,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2018-11-10,2018-11-10,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201811101000,,1,univesity-of-west-london-2,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-2,,default,0,0,closed,open
26270,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-4/,https://www.odays.co/wp-content/uploads/2018/05/university91.jpg,university91.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university91.jpg,3149,university91,,,"Havant College - SOUTH DOWNS CAMPUS OPEN EVENING",,,,,,,,,London,Undergraduate|March|London,University,2019-03-30,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-03-30,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"30 Mar - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3149,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-03-30,2019-03-30,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201903301000,,1,univesity-of-west-london-3,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-4,,default,0,0,closed,open
26271,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-5/,https://www.odays.co/wp-content/uploads/2018/05/university92.jpg,university92.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university92.jpg,3150,university92,,,"Havant College - HAVANT CAMPUS OPEN EVENING",,,,,,,,,London,Undergraduate|June|London,University,2019-06-19,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-06-19,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"19 Jun - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3150,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-06-19,2019-06-19,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201906191000,,1,univesity-of-west-london-4,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-5,,default,0,0,closed,open
26272,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-7/,https://www.odays.co/wp-content/uploads/2018/05/university93.jpg,university93.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university93.jpg,3151,university93,,,"Queen Mary's College - Open Evening",,,,,,,,,London,Undergraduate|July|London,University,2019-07-06,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-07-06,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"6 Jul - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3151,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-07-06,2019-07-06,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201907061000,,1,univesity-of-west-london-5,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-7,,default,0,0,closed,open
26273,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-8/,https://www.odays.co/wp-content/uploads/2018/05/university94.jpg,university94.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university94.jpg,3152,university94,,,"Queen Mary's College - Open Evening",,,,,,,,,London,Undergraduate|October|London,University,2019-10-12,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-10-12,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"12 Oct - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3152,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-10-12,2019-10-12,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201910121000,,1,univesity-of-west-london-6,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-8,,default,0,0,closed,open
26274,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-9/,https://www.odays.co/wp-content/uploads/2018/05/university96.jpg,university96.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university96.jpg,3153,university96,,,"The Sixth Form College Farnborough - Open Evening",,,,,,,,,London,Undergraduate|November|London,University,2019-11-09,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-11-09,1533808800,1533826800,transparent,Undergraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"9 Nov - Booking Info",https://www.uwl.ac.uk/students/open-days/undergraduate-open-days,3153,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-11-09,2019-11-09,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201911091000,"2018-08-23 20:01:26",1,univesity-of-west-london-7,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-9,,default,0,0,closed,open
26275,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-3/,https://www.odays.co/wp-content/uploads/2018/05/university97.jpg,university97.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university97.jpg,3154,university97,,,"The Sixth Form College Farnborough - Open Evening",,,,,,,,,London,Postgraduate|November|London,University,2018-11-22,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-11-22,1533830400,1533841200,transparent,Postgraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"22 Nov - Booking Info",https://www.uwl.ac.uk/students/open-days/postgraduate-open-days,3154,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2018-11-22,2018-11-22,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201811221600,,1,univesity-of-west-london-8,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-3,,default,0,0,closed,open
26276,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-6/,https://www.odays.co/wp-content/uploads/2018/05/university98.jpg,university98.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university98.jpg,3155,university98,,,"St Dominic's Sixth Form College - Open Evening ",,,,,,,,,London,Postgraduate|June|London,University,2019-06-20,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-06-20,1533830400,1533841200,transparent,Postgraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"20 Jun - Booking Info",https://www.uwl.ac.uk/students/open-days/postgraduate-open-days,3155,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-06-20,2019-06-20,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201906201600,,1,univesity-of-west-london-9,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-6,,default,0,0,closed,open
26277,"University of West London","Experience an open day at University of West London, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/university-of-west-london-10/,https://www.odays.co/wp-content/uploads/2018/05/university201.jpg,university201.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university201.jpg,3042,university201,,,"Havering Sixth Form College - Open Evening",,,,,,,,,London,Postgraduate|November|London,University,2019-11-21,"St Mary`s Road Ealing W5 5RF","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2019-11-21,1533830400,1533841200,transparent,Postgraduate,364,off,learning.advice@uwl.ac.uk,"+44 20 85795000",http://www.tvu.ac.uk/,,,,,on,"21 Nov - Booking Info",https://www.uwl.ac.uk/students/open-days/postgraduate-open-days,3042,51.5063057,-0.3051802,200,right,off,"St Mary`s Road  Ealing W5 5RF","51.5063057,-0.3051802:St Mary`s Road  Ealing W5 5RF","St Mary`s Road  Ealing W5 5RF",2019-11-21,2019-11-21,London,"51.5063057,-0.3051802:St Mary`s Road Ealing W5 5RF",201911211600,"2018-08-23 18:26:49",1,univesity-of-west-london-10,,,"a:2:{s:7:""sharing"";i:0;s:16:""vertical_sharing"";i:0;}",off,,0,off,30,[],,,,publish,7,university-of-west-london-10,,default,0,0,closed,open
26278,"Edinburgh University","Experience an open day at Edinburgh Unversity, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/edinburgh-university/,https://www.odays.co/wp-content/uploads/2018/05/university202.jpg,university202.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university202.jpg,3043,university202,,,"Hereford Sixth Form College - Open Evening ",,,,,,,,,"Edinburgh City",Undergraduate|September|Scotland,University,2018-09-22,"Old College South Bridge Edinburgh EH8 9YL","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-09-22,1532424600,1532446200,transparent,Undergraduate,364,off,communications.office@ed.ac.uk,"+44 131 650 1000",http://www.ed.ac.uk,,,,,on,"22 Sep - Booking Info",https://www.ed.ac.uk/studying/undergraduate/open-day,3043,55.9475296,-3.1864979,200,right,off,"Old College South Bridge Edinburgh EH8 9YL","55.9475296,-3.1864979:Old College South Bridge Edinburgh EH8 9YL","Old College South Bridge Edinburgh EH8 9YL",2018-09-22,2018-09-22,Scotland,"55.9475296,-3.1864979:Old College South Bridge Edinburgh EH8 9YL",201809220930,,,,,,,,,,,,,,,,publish,7,edinburgh-university,,default,0,0,closed,open
26279,"Edinburgh University","Experience an open day at Edinburgh Unversity, where they throw open their doors and welcome everyone to experience a day in the life on their campus/grounds. Generally, you can experience first hand whether this is the right fit for you. Take the time to plan your day and agenda. Open days can have a huge impact on your final decision and should not be missed. Please dont forget to come back and 'rate and review' your excperience right here on Odays!",,20180801,events,https://www.odays.co/events/edinburgh-university-2/,https://www.odays.co/wp-content/uploads/2018/05/university203.jpg,university203.jpg,/home/odays033/public_html/wp-content/uploads/2018/05/university203.jpg,3044,university203,,,"Wyke Sixth Form College - Open Evening",,,,,,,,,"Edinburgh City",Undergraduate|October|Scotland,University,2018-10-06,"Old College South Bridge Edinburgh EH8 9YL","a:1:{s:10:""vc_grid_id"";a:0:{}}",default,2018-10-06,1532424600,1532446200,transparent,Undergraduate,364,off,communications.office@ed.ac.uk,"+44 131 650 1000",http://www.ed.ac.uk,,,,,on,"6 Oct - Booking Info",https://www.ed.ac.uk/studying/undergraduate/open-day,3044,55.9475296,-3.1864979,200,right,off,"Old College South Bridge Edinburgh EH8 9YL","55.9475296,-3.1864979:Old College South Bridge Edinburgh EH8 9YL","Old College South Bridge Edinburgh EH8 9YL",2018-10-06,2018-10-06,Scotland,"55.9475296,-3.1864979:Old College South Bridge Edinburgh EH8 9YL",201810060930,,,,,,,,,,,,,,,,publish,7,edinburgh-university-2,,default,0,0,closed,open
